Vernacular name	Scientific name	Status in Finland	Red List category in Finland	Regulatory Status	Synonyms
	Phytoptus piceae				
	Phytoptus tetratrichus				
	Trisetacus pini				
	Trisetacus quadrisetus				
	Podothrombium bicolor				
	Siteroptes cerealium				
	Allothrombium fuliginosum				
	Paratrombium insulare				
	Trombidium brevimanum				
	Trombidium holosericeum				
	Hydrachna conjecta				
	Hydrachna cruenta				Hydrachna schneideri Koenike, 1895
	Hydrachna geographica				
	Hydrachna globosa				
	Hydrachna uniscutata				Hydrachna globosa f. uniscutata Thor, 1897
	Hydrachna processifera				
	Limnochares aquatica				Limnochares holosericea De Geer, 1778
	Eylais discreta				
	Eylais extendens				Eylais soari Piersig, 1899
	Eylais hamata				
	Eylais infundibulifera				
	Eylais koenikei				
	Eylais mutila				
	Eylais setosa				Eylais triarcuata Piersig, 1899
	Eylais tantilla				Eylais bisinuosa Piersig, 1899; Eylais rimosa Piersig, 1899
	Hydryphantes dispar				
	Hydryphantes ruber				
	Hydryphantes placationis				
	Pseudohydryphantes parvulus				
	Panisus torrenticolus				
	Thyas barbigera				Thyas venusta Koch, 1836
	Thyas pachystoma				
	Hydrodroma despiciens				
	Lebertia brigantina				
	Lebertia dubia				Lebertia tau-insignita Lebert, 1879
	Lebertia fimbriata				
	Lebertia inaequalis				Lebertia riabuschinskii Thor, 1926
	Lebertia insignis				
	Lebertia glabra				
	Lebertia oudemansi				
	Lebertia porosa				
	Oxus angustipositus				
	Oxus ovalis				Oxys strigatus Müller, 1776
	Oxus setosus				Frontipoda setosa Thor, 1899
	Frontipoda carpenteri				
	Frontipoda musculus				
	Sperchonopsis verrucosa				
	Sperchon brevirostris				
	Sperchon clupeifer				
	Sperchon glandulosus				
	Sperchon setiger				
	Sperchon squamosus				
	Sperchon papillosus				
	Teutonia cometes				
	Teutonia subalpina				
	Torrenticola amplexa				
	Hygrobates calliger				
	Hygrobates fluviatilis				
	Hygrobates foreli				
	Hygrobates longipalpis				Hygrobates impressus Neuman, 1880
	Hygrobates longiporus				
	Hygrobates nigromaculatus				
	Hygrobates norvegicus				
	Hygrobates trigonicus				
	Mesobates forcipatus				
	Atractides lacustris				
	Atractides nodipalpis				
	Atractides tener				
	Limnesia connata				
	Limnesia fulgida				Limnesia histrionica Bruzelius, 1854
	Limnesia koenikei				
	Limnesia maculata				Limnesia marmorata Neuman, 1880
	Limnesia polonica				
	Limnesia undulata				Limnesia pardina Neuman, 1880
	Unionicola aculeata				
	Unionicola crassipes				
	Unionicola figuralis				
	Unionicola gracilipalpis				
	Unionicola intermedia				
	Unionicola minor				
	Unionicola parvipora				
	Unionicola ypsilophora				
	Neumania callosa				
	Neumania limosa				Neumania deltoides Piersig, 1894
	Neumania spinipes				
	Neumania vernalis				Atax spinipes Müller, 1776
	Feltria minuta				
	Huitfeldtia rectipes				
	Piona alpicola				
	Piona ambigua				
	Piona brehmi				
	Piona carnea				Curvipes carneus Koch, 1836
	Piona coccinea				Curvipes nodatus Müller, 1776
	Piona conglobata				Curvipes conglobatus Koch, 1836
	Piona dentipes				
	Piona discrepans				
	Piona disparilis				
	Piona gyrophora				
	Piona longipalpis				Curvipes longicornis Krendowsky, 1878; Nesaea coccinea Bruzelius, 1854
	Piona nodata				Curvipes fuscatus Thor, 1902; Nesaea fuscata Bruzelius, 1854; Piona fuscata Piersig, 1901
	Piona paucipora				
	Piona pusilla				Piona rotunda Kramer, 1879
	Piona rotundoides				
	Piona stjordalensis				
	Piona variabilis				Curvipes rufus Piersig, 1897; Nesaea rufa Koch, 1835; Nesaea variabilis Koch, 1835; Piona rufa Piersig, 1901
	Hydrochoreutes krameri				
	Hydrochoreutes ungulatus				
	Tiphys lapponicus				
	Tiphys ornatus				
	Tiphys scaurus				
	Pionopsis lutescens				
	Pionacercus leuckarti				
	Pionacercus uncinatus				
	Pionacercus vatrax				
	Forelia brevipes				
	Forelia longipalpis				Forelia curvipalpis Viets, 1930
	Forelia liliacea				
	Forelia variegator				Forelia parmata Koenike, 1895
	Aturus scaber				
	Brachypoda versicolor				
	Ljania bipapillata				
	Neobrachypoda ekmani				
	Acalyptonototus violaceus				
	Midea orbiculata				
	Mideopsis crassipes				
	Mideopsis orbicularis				
	Arrenurus stjoerdalensis				Arrenurus adnatus Koenike, 1905
	Arrenurus albator				
	Arrenurus bicuspidator				Arrenurus bituberosus Piersig, 1894
	Arrenurus biscissus				
	Arrenurus buccinator				
	Arrenurus coronator				
	Arrenurus crassicaudatus				
	Arrenurus forpicatus				
	Arrenurus globator				
	Arrenurus neumani				Arrenurus emarginator Koch, 1837
	Arrenurus membranator				
	Arrenurus nobilis				
	Arrenurus pustulator				
	Arrenurus robustus				
	Arrenurus securiformis				
	Arrenurus subarcticus				
	Arrenurus tubulator				
	Arrenurus tricuspidator				Arrenurus maximus Piersig, 1895
	Arrenurus zachariae				
	Arrenurus wereschtschagini				
	Krendowskia latissima				
	Momonia karelica				
	Rhambognathides seahami				Rhambognathus seahami Hodge, 1860
	Halacarus basteri				Halacarus spinifer Lohmann, 1889
	Porohalacarus alpinus				
	Porohalacarus hydrachnoides				
	Lobohalacarus weberi				
	Limnohalacarus wackeri				
	Soldadellonyx chappuisi				
	Soldadellonyx monardi				
	Porolohmannella violacea				
niittysopikki	Agelena labyrinthica		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
varastosopikki	Eratigena atrica	Import	LC (2019)		Tegenaria atrica (C. L. Koch, 1843); Tegenaria gigantea
jättisopikki	Eratigena duellica				Tegenaria duellica
huonesopikki	Tegenaria domestica	Stable population	LC (2019)		
seinäsopikki	Tegenaria parietina	Import	NA (2019)		
ikkunapimikki	Amaurobius fenestralis		LC (2019)		
isopimikki	Amaurobius ferox	Import	NA (2019)		
pohjanpimikki	Arctobius agelenoides	Stable population	NT (2019)		
rummukki	Anyphaena accentuata	Stable population	LC (2019)		
rämetammikki	Aculepeira ceropegia	Stable population	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species to be protected urgently (Finnish Environment Institute 2020); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
lapintammikki	Aculepeira lapponica		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
pörrökki	Agalenatea redii	Not established	NT (2019)		
punaristikki	Araneus alsine		LC (2019)		
kyhmyristikki	Araneus angulatus		NT (2019)	Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
aitoristikki	Araneus diadematus		LC (2019)		
marmoristikki	Araneus marmoreus		LC (2019)		
taigaristikki	Araneus nordmanni		LC (2019)		
suoristikki	Araneus quadratus		LC (2019)		
isoristikki	Araneus saevus		LC (2019)		
siroristikki	Araneus sturmi		LC (2019)		
havukurkukki	Araniella alpica		DD (2019)		
pilkkukurkukki	Araniella cucurbitina		LC (2019)		
kirjokurkukki	Araniella displicata		LC (2019)		
etelänkurkukki	Araniella opisthographa		NT (2019)		
pohjankurkukki	Araniella proxima		LC (2019)		
keltavyöampikki	Argiope bruennichi	Stable population	NA (2019)		
parrakki	Cercidia prominens		LC (2019)		
metsäkeilakki	Cyclosa conica		LC (2019)		
pensaskyhmykki	Gibbaranea bituberculata		NA (2019)		
viherkyhmykki	Gibbaranea gibbosa				
kuusikyhmykki	Gibbaranea omoeda		LC (2019)		
valkopaidakki	Hypsosinga albovittata		LC (2019)		
suopaidakki	Hypsosinga heri		NE (2019)		
pikkupaidakki	Hypsosinga pygmaea		LC (2019)		
punapaidakki	Hypsosinga sanguinea		LC (2019)		
ruokokiilakki	Larinioides cornutus		LC (2019)		
puistokiilakki	Larinioides ixobolus		RE (2019)		
kaunokiilakki	Larinioides patagiatus		LC (2019)		
siltakiilakki	Larinioides sclopetarius	Stable population	LC (2019)		
rukinlavakki	Mangora acalypha		NA (2019)		
soikkosanikki	Neoscona adianta		NA (2019)		
rämekaarnakki	Nuctenea silvicultrix		LC (2019)		
varjokaarnakki	Nuctenea umbratica		LC (2019)		
poikkiraidakki	Singa hamata		LC (2019)		
kiiltoraidakki	Singa nitidula		NT (2019)		
seinäkaistakki	Leviellus stroemi		LC (2019)		Stroemiellus stroemi
hopeakaistakki	Zygiella atrica		LC (2019)		
nauhapihdikki	Cheiracanthium erraticum		LC (2019)		
mutkapihdikki	Cheiracanthium oncognathum		LC (2019)		
piikkipihdikki	Cheiracanthium punctorium				
viherpihdikki	Cheiracanthium virescens		LC (2019)		
kiiltopussikki	Clubiona caerulescens		LC (2019)		
kirjopussikki	Clubiona comta		LC (2019)		
vaaleapussikki	Clubiona diversa		NT (2019)		
lehtipussikki	Clubiona frutetorum		LC (2019)		
pensaspussikki	Clubiona germanica		LC (2019)		
dyynipussikki	Clubiona juvenis		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6)	
pohjanpussikki	Clubiona kulczynskii		LC (2019)		
keltapussikki	Clubiona lutescens		LC (2019)		
ruohopussikki	Clubiona neglecta		LC (2019)		
rahkapussikki	Clubiona norvegica		LC (2019)		
puupussikki	Clubiona pallidula		LC (2019)		
ruokopussikki	Clubiona phragmitis		LC (2019)		
niittypussikki	Clubiona reclusa		LC (2019)		
etelänpussikki	Clubiona similis		NE (2019)		
suopussikki	Clubiona stagnatilis		LC (2019)		
havupussikki	Clubiona subsultans		LC (2019)		
pikkupussikki	Clubiona subtilis		LC (2019)		
sammalpussikki	Clubiona trivialis		LC (2019)		
metsäpiilokki	Cryphoeca silvicola		LC (2019)		
tundravarvukki	Archaeodictyna consecuta		LC (2019)		
lapinvarvukki	Arctella lapponica		NT (2019)		
rantavarvukki	Argenna patula		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
rannikkovarvukki	Argenna subnigra		LC (2019)		
mustavarvukki	Brigittea latens		LC (2019)		Dictyna latens
rinnevarvukki	Brommella falcigera		NT (2019)	OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
kannusvarvukki	Dictyna alaskae		NA (2019)		
kanervavarvukki	Dictyna arundinacea		LC (2019)		
hietavarvukki	Dictyna major		LC (2019)		
taigavarvukki	Dictyna palmgreni		LC (2019)		
pikkuvarvukki	Dictyna pusilla		LC (2019)		
pensasvarvukki	Dictyna uncinata		LC (2019)		
raitavarvukki	Emblyna mitis		LC (2019)		
kosteikkovarvukki	Emblyna brevidens		NT (2019)		
tunturivarvukki	Hackmania prominula		LC (2019)		
mantuvarvikki	Lathys heterophthalma		LC (2019)		Lathys nielseni; Lathys humilis
vesikki	Argyroneta aquatica		LC (2019)		
hietaharjakki	Berlandina cinerea		EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); Species to be protected urgently (Finnish Environment Institute 2020); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
muurahaiskivikki	Callilepis nocturna		LC (2019)		
kuparihiirikki	Drassodes cupreus		LC (2019)		
samettihiirikki	Drassodes pubescens		LC (2019)		
mäntyhiirikki	Drassodes villosus		LC (2019)		
luhtaviuhukki	Drassyllus lutetianus		LC (2019)		
ketoviuhukki	Drassyllus praeficus		LC (2019)		
paahdeviuhukki	Drassyllus pumilus		LC (2019)		
hietaviuhukki	Drassyllus pusillus		LC (2019)		
punaharjakki	Gnaphosa bicolor		LC (2019)		
suoharjakki	Gnaphosa lapponum		LC (2019)		
nummiharjakki	Gnaphosa leporina		LC (2019)		
tihruharjakki	Gnaphosa microps		LC (2019)		
havuharjakki	Gnaphosa montana		LC (2019)		
paahdeharjakki	Gnaphosa muscorum		LC (2019)		
luhtaharjakki	Gnaphosa nigerrima		LC (2019)		
tundraharjakki	Gnaphosa orites		LC (2019)		
tunturiharjakki	Gnaphosa sticta		LC (2019)		
kaarnamyyräkki	Haplodrassus cognatus		LC (2019)		
suomyyräkki	Haplodrassus moderatus		LC (2019)		
kangasmyyräkki	Haplodrassus signifer		LC (2019)		
lehtomyyräkki	Haplodrassus silvestris		LC (2019)		
metsämyyräkki	Haplodrassus soerenseni		LC (2019)		
hietamyyräkki	Haplodrassus umbratilis		LC (2019)		
pronssikiillokki	Micaria aenea		LC (2019)		
tunturikiillokki	Micaria alpina		LC (2019)		
muurahaiskiillokki	Micaria formicaria		NT (2019)		
rinnekiillokki	Micaria fulgens		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
dyynikiillokki	Micaria lenzi	Stable population	NT (2019)	OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
kirjokiillokki	Micaria nivosa		LC (2019)		
	Micaria palmgreni		NE (2019)		
metallikiillokki	Micaria pulicaria		LC (2019)		
hietakiillokki	Micaria silesiaca		LC (2019)		
runkokiillokki	Micaria subopaca		LC (2019)		Arboricaria subopaca (Westring, 1861)
lapinkiillokki	Micaria tripunctata		NE (2019)		
täpläkivikki	Phaeocedus braccatus		LC (2019)		
kirjokivikki	Poecilochroa variana		LC (2019)		
kotikivikki	Scotophaeus quadripunctatus	Import	NA (2019)		
hiivikki	Sosticus loricatus	Import	NA (2019)		
varpuviuhukki	Zelotes clivicola		LC (2019)		
punaviuhukki	Zelotes electus		NT (2019)		
kalkkiviuhukki	Zelotes exiguus	Stable population	NT (2019)		
niittyviuhukki	Zelotes latreillei		LC (2019)		
nummiviuhukki	Zelotes longipes		LC (2019)		
kiviviuhukki	Zelotes petrensis		LC (2019)		
maaviuhukki	Zelotes subterraneus		LC (2019)		
luhtamannukki	Antistea elegans		LC (2019)		
kalvaskonnukki	Cicurina cicur		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
nummimannukki	Hahnia nava		LC (2019)		
kangasmannukki	Hahnia ononidum		LC (2019)		
pikkumannukki	Hahnia pusilla		LC (2019)		
muurahaispesäkki	Mastigusa arietina		LC (2019)		
salominikki	Abacoproeces saltuum		LC (2019)		
louhipoimukki	Abiskoa abiskoensis		LC (2019)		
muurahaishassukki	Acartauchenius scurrilis		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
oksapoimukki	Agnyphantes expunctus		LC (2019)		
ruohohuivikki	Agyneta affinis		LC (2019)		
aapahuivikki	Agyneta breviceps		DD (2019)		
rämehuivikki	Agyneta cauta		LC (2019)		
satulahuivikki	Agyneta conigera		LC (2019)		
koruhuivikki	Agyneta decora		LC (2019)		
aukiohuivikki	Agyneta gulosa		LC (2019)		
kaarnahuivikki	Agyneta innotabilis		LC (2019)		
niittyhuivikki	Agyneta mollis		LC (2019)		
rahkahuivikki	Agyneta mossica		LC (2019)		
tunturihuivikki	Agyneta nigripes		LC (2019)		
oliivihuivikki	Agyneta olivacea		LC (2019)		
korpihuivikki	Agyneta ramosa		LC (2019)		
kylähuivikki	Agyneta rurestris		LC (2019)		
ahohuivikki	Agyneta saxatilis		DD (2019)		
tundrahuivikki	Agyneta similis		LC (2019)		
metsähuivikki	Agyneta subtilis		LC (2019)		
pohjanhuivikki	Agyneta suecica		LC (2019)		
atrainhuivikki	Agyneta trifurcata		LC (2019)		
	Agyneta aquila				
sutiallikki	Allomengea scopigera		LC (2019)		
pensseliallikki	Allomengea vidua		LC (2019)		
kulmapoimukki	Anguliphantes angulipalpis		LC (2019)		
rahkakurjakki	Aphileta misera		LC (2019)		
leveämyyrikki	Araeoncus crassiceps		LC (2019)		
pyörömyyrikki	Araeoncus humilis		LC (2019)		
kalvaskoukukki	Asthenargus paganus		LC (2019)		
rimpiryhmykki	Baryphyma gowerense		DD (2019)		
mallanryhmykki	Baryphyma insigne		DD (2019)		
tunturiryhmykki	Baryphyma trifrons		LC (2019)		
luhtaviirukki	Bathyphantes approximatus		LC (2019)		
lapinviirukki	Bathyphantes eumenis		NT (2019)		
jokaviirukki	Bathyphantes gracilis		LC (2019)		
viitaviirukki	Bathyphantes nigrinus		LC (2019)		
kosteikkoviirukki	Bathyphantes parvulus		LC (2019)		
kätköviirukki	Bathyphantes reprobus		LC (2019)		
rantaviirukki	Bathyphantes setiger		LC (2019)		
lumipoimukki	Bolephthyphantes index		LC (2019)		Bolyphantes index; Bolepthyphantes index
kartiopoimukki	Bolyphantes alticeps		LC (2019)		
kilpispoimukki	Bolyphantes kilpisjaerviensis		NE (2019)		
taigapoimukki	Bolyphantes luteolus		LC (2019)		
tunturipoimukki	Bolyphantes punctulatus		NT (2019)		
vedenneidokki	Carorita limnaea		LC (2019)		
isohapsukki	Centromerita bicolor		LC (2019)		
pikkuhapsukki	Centromerita concinna		LC (2019)		
sammalsentrikki	Centromerus arcanus		LC (2019)		
mustikkasentrikki	Centromerus brevipalpus		LC (2019)		Centromerus brevivulvatus; Centromerus aequalis
onkalosentrikki	Centromerus cavernarum		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
ketosentrikki	Centromerus incilium		LC (2019)		
nevasentrikki	Centromerus levitarsis		LC (2019)		
kalvassentrikki	Centromerus persimilis		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
hetesentrikki	Centromerus semiater		LC (2019)		
kenttäsentrikki	Centromerus sylvaticus		LC (2019)		
lettorusokki	Ceraticelus bulbosus		NT (2019)	Aapamire species – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
säärikilvikki	Ceratinella brevipes		LC (2019)		
töpökilvikki	Ceratinella brevis		LC (2019)		
karheakilvikki	Ceratinella scabrosa		LC (2019)		
pohjankilvikki	Ceratinella wideri		LC (2019)		
tummasahakki	Cnephalocotes obscurus		LC (2019)		
rakkanoidakki	Collinsia holmgreni	Stable population	NT (2019)		
ansapoimukki	Decipiphantes decipiens		LC (2019)		
mustapyörökki	Dicymbium nigrum		LC (2019)		
sääripyörökki	Dicymbium tibiale		LC (2019)		
paritöpökki	Diplocentria bidentata		LC (2019)		
kolmitöpökki	Diplocentria rectangulata		LC (2019)		
töyhtötuplakki	Diplocephalus cristatus		LC (2019)		
leveätuplakki	Diplocephalus latifrons		LC (2019)		
karvatuplakki	Diplocephalus permixtus		LC (2019)		
mustatuplakki	Diplocephalus picinus		LC (2019)		
sauvaviirukki	Diplostyla concolor		LC (2019)		
tuplamaljakki	Dismodicus bifrons		LC (2019)		
tornimaljakki	Dismodicus elevatus		LC (2019)		
kalvasruovikki	Donacochara speciosa		NT (2019)		
kaarnakätkökki	Drapetisca socialis		LC (2019)		
pohjansirpikki	Drepanotylus borealis		LC (2019)		
suosirpikki	Drepanotylus uncatus		LC (2019)		
suippokourakki	Entelecara acuminata		LC (2019)		
pallopääkourakki	Entelecara congenera		LC (2019)		
sammalkourakki	Entelecara errata		NE (2019)		
lattapääkourakki	Entelecara erythropus		LC (2019)		
keltajalkakourakki	Entelecara flavipes		NA (2019)		
rantaliidokki	Erigone arctica		LC (2019)		
mustaliidokki	Erigone atra		LC (2019)		
hammasliidokki	Erigone dentigera		LC (2019)		
toraliidokki	Erigone dentipalpis		LC (2019)		
palppiliidokki	Erigone longipalpis		LC (2019)		
tirolinliidokki	Erigone tirolensis		LC (2019)		
irlanninliidokki	Erigone welchi		NT (2019)		
niittyleijukki	Erigonella hiemalis		LC (2019)		
luhtaleijukki	Erigonella ignobilis		LC (2019)		
rahkavähäkki	Erigonoplus foveatus		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	Mecynargus foveatus (Dahl, 1912)
lapinriipukki	Estrandia grandaeva		LC (2019)		
muurahaispummikki	Evansia merens		LC (2019)		
siimapoimukki	Flagelliphantes bergstromi		LC (2019)		
kameleonttipoimukki	Floronia bucculenta		LC (2019)		
minikääpiökki	Glyphesis cottonae		LC (2019)		
jäkälähampikki	Gnathonarium dentatum		LC (2019)		
tummapunakki	Gonatium paradoxum		LC (2019)		
pallopunakki	Gonatium rubellum		LC (2019)		
okapunakki	Gonatium rubens		LC (2019)		
pitkäsormikki	Gongylidiellum latebricola		LC (2019)		
paksusormikki	Gongylidiellum murcidum		LC (2019)		
rusokoivikki	Gongylidium rufipes		LC (2019)		
oranssiaisakki	Helophora insignis		LC (2019)		
kyssäköyrykki	Hilaira herniosa		LC (2019)		
pahkaköyrykki	Hilaira nubigena		LC (2019)		
kulmaköyrykki	Hilaira pervicax		LC (2019)		
tunturiripsikki	Horcotes strandi		LC (2019)		
kärsäkaviokki	Hybauchenidium ferrumequinum		LC (2019)		
ruohoruuvikki	Hylyphantes graminicola		LC (2019)		
kyhmypatikki	Hypomma bituberculatum		LC (2019)		
sarvipatikki	Hypomma cornutum		LC (2019)		
ruokopatikki	Hypomma fulvum		NT (2019)		
syyläketukki	Hypselistes jacksoni		LC (2019)		
vuoripoimukki	Improphantes complicatus		LC (2019)		
seeprapoimukki	Improphantes decolor		LC (2019)		
niittypoimukki	Improphantes holmi		LC (2019)		
ristipoimukki	Incestophantes crucifer		LC (2019)		
tikaspoimukki	Incestophantes kochiellus		LC (2019)		
pilkkudyynikki	Ipa keyserlingi		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	Lepthyphantes keyserlingi (Ausserer, 1867)
hammasmillikki	Jacksonella falconeri		NT (2019)		
lyhytkielikki	Kaestneria dorsalis		LC (2019)		
pitkäkielikki	Kaestneria pullata		LC (2019)		
palsakki	Kikimora palustris		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
varjolaikukki	Labulla thoracica		LC (2019)		
karvaturkikki	Lasiargus hirsutus		LC (2019)		
huonepoimukki	Lepthyphantes leprosus		LC (2019)		
runkopoimukki	Lepthyphantes minutus		LC (2019)		
pistokki	Leptorhoptrum robustum		LC (2019)		
tupeekki	Leptothrix hardyi		LC (2019)		
puistoriipukki	Linyphia hortensis		NT (2019)		
pikaririipukki	Linyphia tenuipalpis		LC (2019)		
kolmioriipukki	Linyphia triangularis		LC (2019)		
kuopakki	Lophomma punctatum		LC (2019)		
taigakuntakki	Macrargus boreus		LC (2019)		
mäntykuntakki	Macrargus carpenteri		LC (2019)		
pohjankuntakki	Macrargus multesimus		LC (2019)		
metsäkuntakki	Macrargus rufus		LC (2019)		
metsämurukki	Maro lehtineni		LC (2019)		
korpimurukki	Maro lepidus		LC (2019)		
rämemurukki	Maro minutus		LC (2019)		
sammalmurukki	Maro sublestus		LC (2019)		
okaminikki	Maso sundevalli		LC (2019)		
tundravähäkki	Mecynargus borealis		LC (2019)		
palsavähäkki	Mecynargus monticola		LC (2019)		
alppivähäkki	Mecynargus morulus		LC (2019)		
paljakkavähäkki	Mecynargus paetulus		NT (2019)		
suovähäkki	Mecynargus sphagnicola		LC (2019)		
täpläpoimukki	Megalepthyphantes nebulosus		LC (2019)		
isopoimukki	Megalepthyphantes pseudocollinus		LC (2019)		
jäkäläkeijukki	Metapanamomops kaestneri		NT (2019)		
hietanorpakki	Metopobactrus prominulus		LC (2019)		
suippokeijukki	Micrargus apertus		LC (2019)		
tylppäkeijukki	Micrargus herbigradus		LC (2019)		
niittykeijukki	Micrargus subaequalis		LC (2019)		
lampiriipukki	Microlinyphia impigra		LC (2019)		
piiskariipukki	Microlinyphia pusilla		LC (2019)		
kariketupsukki	Microneta viaria		LC (2019)		
myssyminikki	Minicia marginella		LC (2019)		
pikkunaamakki	Minyriolus pusillus		LC (2019)		
kalkkisirokki	Mioxena blanda		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
runkosudikki	Moebelia penicillata		LC (2019)		
sarvipoimukki	Mughiphantes cornutus		LC (2019)		
ruostepoimukki	Mughiphantes suffusus		LC (2019)		
haltinpoimukki	Mughiphantes whymperi		LC (2019)		Lepthyphantes whymbergi
poimuriipukki	Neriene clathrata		LC (2019)		
korosteriipukki	Neriene emphana		LC (2019)		
isoriipukki	Neriene montana		LC (2019)		
kilpiriipukki	Neriene peltata		LC (2019)		
raitariipukki	Neriene radiata		LC (2019)		
rahkarepukki	Notioscopus sarcinatus		LC (2019)		
nenäkki	Nusoncus nasutus		LC (2019)		Troxochrus nasutus
tikaripoimukki	Obscuriphantes obscurus		LC (2019)		
rantakytrykki	Oedothorax agrestis		LC (2019)		
syyläkytrykki	Oedothorax apicatus		LC (2019)		
ruskokytrykki	Oedothorax fuscus		LC (2019)		
kamelikytrykki	Oedothorax gibbosus		LC (2019)		
haurukytrykki	Oedothorax retusus		LC (2019)		
suomenvuorikki	Oreoneta fennica		DD (2019)		
tunturivuorikki	Oreoneta punctata		LC (2019)		
jäävuorikki	Oreoneta sinuosa		LC (2019)		
tuppilängikki	Oreonetides vaginatus		LC (2019)		
sammalpoimukki	Oryphantes angulatus		LC (2019)		
mustapepukki	Ostearius melanopygius		NA (2019)		
risupoimukki	Palliduphantes antroniensis		LC (2019)		
kanervapoimukki	Palliduphantes ericaeus		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
sirppipoimukki	Palliduphantes insignis		NA (2019)		
kalvaspoimukki	Palliduphantes pallidus		LC (2019)		
korvahäräkki	Panamomops mengei		LC (2019)		
notkokummukki	Pelecopsis elongata		LC (2019)		
pystykummukki	Pelecopsis mengei		LC (2019)		
matalakummukki	Pelecopsis parallela		LC (2019)		
kangastelkäkki	Peponocranium ludicrum		LC (2019)		
karjalantelkäkki	Peponocranium praeceps		LC (2019)		
havuriipukki	Pityohyphantes phrygianus		LC (2019)		
nummisiimakki	Pocadicnemis pumila		LC (2019)		
kirjopoimukki	Poeciloneta variegata		LC (2019)		
piilohiisikki	Porrhomma campbelli		LC (2019)		
maahiisikki	Porrhomma convexum		LC (2019)		
	Porrhomma egeria		NE (2019)		
peltohiisikki	Porrhomma microphthalmum		LC (2019)		
niittyhiisikki	Porrhomma montanum		LC (2019)		
tulvahiisikki	Porrhomma oblitum		LC (2019)		
kangashiisikki	Porrhomma pallidum		LC (2019)		
luhtahiisikki	Porrhomma pygmaeum		LC (2019)		
kärsäryhmykki	Praestigia pini		NT (2019)		Baryphyma pini
kilpihertakki	Saaristoa abnormis		LC (2019)		
lettominikki	Satilatlas britteni		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471); OUTDATED Species under strict protection (NCD 1997/160, Appendix 4 2013/471)	
töyhtökuonokki	Savignia frontata		LC (2019)		
pahtakuonokki	Savignia producta	Stable population	NT (2019)	OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
skandikki	Scandichrestus tenuis		LC (2019)		
tunturikuhmukki	Scotinotylus alpigena		LC (2019)		
kenttäkuhmukki	Scotinotylus evansi		LC (2019)		
tunturisaamikki	Semljicola alticola		LC (2019)		
rantasaamikki	Semljicola angulatus		LC (2019)		
partasaamikki	Semljicola barbiger		NT (2019)		
rahkasaamikki	Semljicola faustus		LC (2019)		Latithorax faustus (O.Pickard-Cambridge, 1900)
lapinsaamikki	Semljicola lapponicus		LC (2019)		
